"","Item_Identifier","Item_Weight","Item_Fat_Content","Item_Visibility","Item_MRP","Outlet_Identifier","Outlet_Size","Outlet_Location_Type","Outlet_Type","Item_Outlet_Sales","source","Item_Type_Combined","Outlet_Years"
"6454","FDD02","16.6","0",0.0659527800739932,117.3124,"OUT013","2","3","1",2014.7108,"train","0",26
"6455","FDH05","14.35","1",0.090896452,231.2984,"OUT035","0","2","1",6024.1584,"train","0",9
"6456","FDR04","7.075","0",0.022602061,98.1068,"OUT049","1","1","1",1458.102,"train","0",14
"6457","DRJ47","18.25","0",0.044250304,174.708,"OUT046","0","1","1",2423.512,"train","1",16
"6458","FDW50","13.1","0",0.075885921,165.1158,"OUT018","1","3","2",1504.0422,"train","0",4
"6459","NCJ17","7.68","0",0.153177941,85.2224,"OUT018","1","3","2",1278.336,"train","2",4
"6460","FDH60","19.7","1",0.0659527800739932,197.911,"OUT045","0","2","1",1767.699,"train","0",11
"6461","DRL60","8.52","0",0.027114238,151.9682,"OUT045","0","2","1",1677.1502,"train","1",11
"6462","FDS32","17.75","1",0.049634572,140.2838,"OUT010","0","3","0",280.9676,"train","0",15
"6463","FDM58",NA,"1",0.0659527800739932,112.2544,"OUT027","1","3","3",3914.904,"train","0",28
"6464","FDK10","5.785","1",0.040587146,180.366,"OUT017","0","2","1",1258.362,"train","0",6
"6465","NCS30","5.945","0",0.093008616,127.8652,"OUT035","0","2","1",2195.8084,"train","2",9
"6466","FDY15","18.25","1",0.17179432,154.663,"OUT017","0","2","1",2659.871,"train","0",6
"6467","FDC53","8.68","0",0.008828341,99.9384,"OUT013","2","3","1",689.7688,"train","0",26
"6468","FDK45","11.65","0",0.033858187,113.386,"OUT046","0","1","1",2603.278,"train","0",16
"6469","FDH26","19.25","1",0.034841089,141.1496,"OUT018","1","3","2",282.2992,"train","0",4
"6470","NCW06","16.2","0",0.08425957,192.3162,"OUT010","0","3","0",769.6648,"train","2",15
"6471","FDV37","13","1",0.083444376,195.8426,"OUT013","2","3","1",4152.5946,"train","0",26
"6472","FDB52","17.75","0",0.030497325,256.9672,"OUT045","0","2","1",1534.0032,"train","0",11
"6473","FDF41","12.15","0",0.131179812,245.246,"OUT046","0","1","1",3202.498,"train","0",16
"6474","FDA39","6.32","0",0.012737719,38.5822,"OUT049","1","1","1",353.5398,"train","0",14
"6475","FDE56","17.25","1",0.159165324,63.4194,"OUT035","0","2","1",1547.985,"train","0",9
"6476","FDC56","7.72","0",0.122015744,121.744,"OUT018","1","3","2",2277.036,"train","0",4
"6477","FDT26","18.85","1",0.068091318,120.644,"OUT045","0","2","1",3475.476,"train","0",11
"6478","FDR21","19.7","0",0.067314073,175.137,"OUT017","0","2","1",2822.992,"train","0",6
"6479","FDC14","14.5","1",0.041249072,40.5454,"OUT046","0","1","1",1216.4166,"train","0",16
"6480","FDI32","17.7","0",0.174340475,116.6834,"OUT035","0","2","1",3570.6854,"train","0",9
"6481","FDI02","15.7","1",0.11454343,113.7202,"OUT035","0","2","1",3263.0858,"train","0",9
"6482","FDE22","9.695","0",0.029693277,159.792,"OUT018","1","3","2",2716.464,"train","0",4
"6483","FDW26","11.8","1",0.107057186,224.1772,"OUT046","0","1","1",3558.0352,"train","0",16
"6484","FDA36",NA,"0",0.009921107,183.6924,"OUT019","0","1","0",555.2772,"train","0",28
"6485","NCS06",NA,"0",0.031583053,260.991,"OUT027","1","3","3",7100.757,"train","2",28
"6486","NCX05","15.2","0",0.097043739,116.8492,"OUT035","0","2","1",2664.5316,"train","2",9
"6487","FDU19","8.77","1",0.046762633,170.8422,"OUT035","0","2","1",1724.422,"train","0",9
"6488","FDA49","19.7","0",0.064909488,88.5198,"OUT035","0","2","1",1308.297,"train","0",9
"6489","NCZ42","10.5","0",0.011305479,235.5248,"OUT049","1","1","1",4740.496,"train","2",14
"6490","FDX32","15.1","1",0.0659527800739932,146.2786,"OUT010","0","3","0",433.4358,"train","0",15
"6491","FDR01","5.405","1",0.053576661,200.5742,"OUT013","2","3","1",2388.8904,"train","0",26
"6492","FDQ15","20.35","1",0.150947728,81.0276,"OUT013","2","3","1",1868.2348,"train","0",26
"6493","FDQ14",NA,"0",0.10818157,149.605,"OUT019","0","1","0",449.415,"train","0",28
"6494","FDS56","5.785","1",0.038749536,262.0252,"OUT035","0","2","1",4459.5284,"train","0",9
"6495","DRJ24","11.8","0",0.113790879,185.3924,"OUT018","1","3","2",370.1848,"train","1",4
"6496","FDG52",NA,"0",0.065313024,47.1402,"OUT027","1","3","3",1516.0266,"train","0",28
"6497","FDF59","12.5","0",0.0659527800739932,127.102,"OUT017","0","2","1",253.004,"train","0",6
"6498","DRM49","6.11","1",0.152813518,45.6086,"OUT017","0","2","1",1025.9978,"train","1",6
"6499","NCP02","7.105","0",0.044771473,58.2562,"OUT013","2","3","1",592.562,"train","2",26
"6500","FDW13","8.5","0",0.098083231,50.3324,"OUT045","0","2","1",675.1212,"train","0",11
"6501","FDV12","16.7","1",0.06121901,100.0384,"OUT017","0","2","1",1970.768,"train","0",6
"6502","FDH14","17.1","1",0.047073322,138.6838,"OUT017","0","2","1",2950.1598,"train","0",6
"6503","FDQ20","8.325","0",0.029953314,39.5138,"OUT017","0","2","1",568.5932,"train","0",6
"6504","FDT45","15.85","0",0.0659527800739932,55.1956,"OUT013","2","3","1",1255.6988,"train","0",26
"6505","NCM26",NA,"0",0.040520754,153.934,"OUT019","0","1","0",153.134,"train","2",28
"6506","FDJ22",NA,"0",0.052554508,190.3504,"OUT027","1","3","3",1917.504,"train","0",28
"6507","FDD29","12.15","0",0.018514652,252.7698,"OUT017","0","2","1",5834.4054,"train","0",6
"6508","FDA13","15.85","0",0.07871426,37.2506,"OUT045","0","2","1",493.3578,"train","0",11
"6509","FDV47","17.1","0",0.054197299,83.5566,"OUT035","0","2","1",1860.2452,"train","0",9
"6510","FDS57","15.5","0",0.103442268,144.847,"OUT046","0","1","1",2433.499,"train","0",16
"6511","DRG36","14.15","0",0.095360186,172.3106,"OUT035","0","2","1",3251.1014,"train","1",9
"6512","FDK38",NA,"0",0.053031857,149.1734,"OUT027","1","3","3",4454.202,"train","0",28
"6513","DRJ49","6.865","0",0.013990601,127.6652,"OUT035","0","2","1",2841.6344,"train","1",9
"6514","FDR37","16.5","1",0.066237024,183.1292,"OUT035","0","2","1",6385.022,"train","0",9
"6515","NCS53","14.5","0",0.089761211,159.4604,"OUT035","0","2","1",2376.906,"train","2",9
"6516","FDR22","19.35","1",0.01863822,110.2544,"OUT018","1","3","2",1677.816,"train","0",4
"6517","NCP42","8.51","0",0.016176344,192.1478,"OUT018","1","3","2",1937.478,"train","2",4
"6518","FDK38","6.65","0",0.089196394,147.0734,"OUT010","0","3","0",296.9468,"train","0",15
"6519","NCC43","7.39","0",0.092782895,252.6066,"OUT046","0","1","1",2259.0594,"train","2",16
"6520","FDH57","10.895","0",0.0358031,130.3284,"OUT049","1","1","1",2504.7396,"train","0",14
"6521","FDQ25","8.63","1",0.028271345,170.5422,"OUT035","0","2","1",2069.3064,"train","0",9
"6522","FDA11","7.75","0",0.043238822,92.5436,"OUT046","0","1","1",1701.7848,"train","0",16
"6523","FDG31","12.15","0",0.037955309,62.8826,"OUT049","1","1","1",710.4086,"train","0",14
"6524","FDW28","18.25","0",0.089186083,194.3452,"OUT018","1","3","2",4502.1396,"train","0",4
"6525","FDV14","19.85","0",0.044566659,88.5856,"OUT049","1","1","1",703.0848,"train","0",14
"6526","FDB60","9.3","0",0.028638276,195.8136,"OUT018","1","3","2",2138.5496,"train","0",4
"6527","FDU43",NA,"1",0.057762301,237.3564,"OUT027","1","3","3",2145.2076,"train","0",28
"6528","DRH11","5.98","0",0.075711199,55.6614,"OUT045","0","2","1",331.5684,"train","1",11
"6529","FDC48",NA,"0",0.027767577,82.1592,"OUT019","0","1","0",412.796,"train","0",28
"6530","DRK39","7.02","0",0.049865399,82.925,"OUT046","0","1","1",1165.15,"train","1",16
"6531","FDB20","7.72","0",0.052061483,76.7986,"OUT049","1","1","1",1324.2762,"train","0",14
"6532","FDE51","5.925","1",0.096387053,45.6086,"OUT013","2","3","1",356.8688,"train","0",26
"6533","FDX36","9.695","1",0.128176489,224.8404,"OUT013","2","3","1",3600.6464,"train","0",26
"6534","NCT29","12.6","0",0.064110725,122.3414,"OUT046","0","1","1",243.6828,"train","2",16
"6535","FDU45","15.6","1",0.035561344,112.1518,"OUT049","1","1","1",1821.6288,"train","0",14
"6536","FDF56","16.7","1",0.119647957,180.9976,"OUT049","1","1","1",4165.2448,"train","0",14
"6537","FDW07","18","1",0.238831875,88.2514,"OUT010","0","3","0",88.5514,"train","0",15
"6538","FDR52",NA,"1",0.075676339,190.4846,"OUT027","1","3","3",8789.8916,"train","0",28
"6539","FDB45","20.85","0",0.021416681,104.6306,"OUT018","1","3","2",1149.8366,"train","0",4
"6540","NCT42",NA,"0",0.024766802,151.0392,"OUT027","1","3","3",3281.0624,"train","2",28
"6541","FDP52","18.7","1",0.070691729,230.201,"OUT046","0","1","1",5742.525,"train","0",16
"6542","FDI50",NA,"1",0.030693309,228.0352,"OUT027","1","3","3",10306.584,"train","0",28
"6543","FDU48","18.85","0",0.055671582,133.3284,"OUT017","0","2","1",263.6568,"train","0",6
"6544","FDS43","11.65","0",0.040507228,186.924,"OUT035","0","2","1",2237.088,"train","0",9
"6545","NCM41","16.5","0",0.035626319,93.112,"OUT013","2","3","1",932.12,"train","2",26
"6546","FDP37","15.6","0",0.143688905,128.1994,"OUT018","1","3","2",2184.4898,"train","0",4
"6547","FDJ44","12.3","1",0.106542886,173.2396,"OUT045","0","2","1",3139.9128,"train","0",11
"6548","FDY38",NA,"1",0.208662546,231.83,"OUT019","0","1","0",466.06,"train","0",28
"6549","FDC20","10.65","0",0.024107056,56.6272,"OUT017","0","2","1",447.4176,"train","0",6
"6550","FDF02","16.2","0",0.104058452,102.499,"OUT017","0","2","1",2063.98,"train","0",6
"6551","FDX38","10.5","1",0.048403392,48.2376,"OUT018","1","3","2",527.3136,"train","0",4
"6552","FDN50",NA,"1",0.026391403,92.812,"OUT027","1","3","3",2609.936,"train","0",28
"6553","FDA07","7.55","1",0.031007381,123.4072,"OUT045","0","2","1",2082.6224,"train","0",11
"6554","FDT49",NA,"0",0.150672399,104.728,"OUT027","1","3","3",2450.144,"train","0",28
"6555","FDA09","13.35","1",0.149598628,179.466,"OUT049","1","1","1",3775.086,"train","0",14
"6556","FDV43","16","0",0.077290355,44.5086,"OUT017","0","2","1",713.7376,"train","0",6
"6557","FDK58",NA,"1",0.078758649,103.0016,"OUT019","0","1","0",202.4032,"train","0",28
"6558","FDL22","16.85","0",0.036359891,90.7488,"OUT013","2","3","1",2263.72,"train","0",26
"6559","FDP56","8.185","0",0.046747071,49.9692,"OUT017","0","2","1",837.5764,"train","0",6
"6560","DRL47","19.7","0",0.0659527800739932,125.9362,"OUT049","1","1","1",1635.8706,"train","1",14
"6561","NCT17","10.8","0",0.041865848,189.7214,"OUT046","0","1","1",5841.0634,"train","2",16
"6562","FDR12","12.6","1",0.031713126,172.5764,"OUT017","0","2","1",1030.6584,"train","0",6
"6563","FDD39","16.7","0",0.07044068,216.885,"OUT018","1","3","2",6275.165,"train","0",4
"6564","FDG04","13.1","0",0.006087409,185.0898,"OUT018","1","3","2",1870.898,"train","0",4
"6565","FDV19","14.85","1",0.035456465,162.2578,"OUT017","0","2","1",3690.5294,"train","0",6
"6566","FDS55",NA,"0",0.142107998,150.3734,"OUT019","0","1","0",296.9468,"train","0",28
"6567","FDM50","13","1",0.030064132,58.022,"OUT013","2","3","1",898.83,"train","0",26
"6568","DRF13","12.1","0",0.029781363,146.9444,"OUT046","0","1","1",1596.5884,"train","1",16
"6569","FDJ48","11.3","0",0.056387854,245.4118,"OUT013","2","3","1",6669.3186,"train","0",26
"6570","FDM20","10","0",0.038653608,245.4144,"OUT013","2","3","1",7105.4176,"train","0",26
"6571","FDP24","20.6","0",0.083172413,121.0756,"OUT045","0","2","1",1696.4584,"train","0",11
"6572","FDC16","11.5","1",0.020565921,86.054,"OUT035","0","2","1",1384.864,"train","0",9
"6573","NCB42","11.8","0",0.008609602,114.8492,"OUT017","0","2","1",1390.1904,"train","2",6
"6574","FDN01","8.895","0",0.121180705,177.037,"OUT010","0","3","0",176.437,"train","0",15
"6575","FDT34","9.3","0",0.174703862,104.0964,"OUT045","0","2","1",1788.3388,"train","0",11
"6576","FDA52",NA,"1",0.127800388,177.037,"OUT027","1","3","3",4587.362,"train","0",28
"6577","NCC18","19.1","0",0.296713665,171.8422,"OUT010","0","3","0",1034.6532,"train","2",15
"6578","NCR41","17.85","0",0.018125948,94.9094,"OUT017","0","2","1",761.6752,"train","2",6
"6579","FDX23","6.445","0",0.029859711,94.1436,"OUT017","0","2","1",1418.154,"train","0",6
"6580","FDP39","12.65","0",0.116203156,53.5324,"OUT010","0","3","0",415.4592,"train","0",15
"6581","NCH07","13.15","0",0.09264951,157.8604,"OUT035","0","2","1",3803.0496,"train","2",9
"6582","FDW47",NA,"0",0.081197035,121.7414,"OUT019","0","1","0",365.5242,"train","0",28
"6583","DRD13","15","0",0.049070183,61.9168,"OUT035","0","2","1",767.0016,"train","1",9
"6584","FDR48","11.65","0",0.131394793,151.9024,"OUT013","2","3","1",1669.8264,"train","0",26
"6585","FDE17","20.1","1",0.0659527800739932,152.2366,"OUT010","0","3","0",151.1366,"train","0",15
"6586","FDP60","17.35","0",0.0659527800739932,102.9016,"OUT046","0","1","1",1922.8304,"train","0",16
"6587","FDD57","18.1","0",0.022526293,95.0094,"OUT017","0","2","1",1713.7692,"train","0",6
"6588","FDW13","8.5","0",0.163838951,51.3324,"OUT010","0","3","0",311.5944,"train","0",15
"6589","FDN24","14.1","0",0.11349714,56.1956,"OUT045","0","2","1",1364.89,"train","0",11
"6590","FDJ34","11.8","1",0.094185483,126.2704,"OUT017","0","2","1",2002.7264,"train","0",6
"6591","FDD46","6.035","0",0.14113846,155.0998,"OUT013","2","3","1",3691.1952,"train","0",26
"6592","FDF46",NA,"0",0.164006137,113.2834,"OUT019","0","1","0",575.917,"train","0",28
"6593","NCE43","12.5","0",0.17314115,168.4448,"OUT010","0","3","0",170.4448,"train","2",15
"6594","FDN27","20.85","0",0.039555016,116.8808,"OUT035","0","2","1",820.2656,"train","0",9
"6595","FDW52","14","1",0.037580877,162.6526,"OUT049","1","1","1",4275.7676,"train","0",14
"6596","DRH03","17.25","0",0.035064318,92.412,"OUT046","0","1","1",1304.968,"train","1",16
"6597","NCM29","11.5","0",0.017678008,129.2626,"OUT045","0","2","1",1705.1138,"train","2",11
"6598","FDR58","6.675","0",0.041986639,93.2462,"OUT049","1","1","1",1480.7392,"train","0",14
"6599","FDY50","5.8","0",0.130955811,90.3172,"OUT046","0","1","1",1338.258,"train","0",16
"6600","FDE16","8.895","0",0.026492726,208.4954,"OUT017","0","2","1",6251.862,"train","0",6
"6601","NCE31","7.67","0",0.185130961,32.9216,"OUT049","1","1","1",588.5672,"train","2",14
"6602","FDE53","10.895","0",0.026934673,106.128,"OUT045","0","2","1",319.584,"train","0",11
"6603","DRK11","8.21","0",0.0659527800739932,148.2392,"OUT045","0","2","1",1491.392,"train","1",11
"6604","DRH13","8.575","0",0.023866079,107.128,"OUT013","2","3","1",958.752,"train","1",26
"6605","FDA11","7.75","0",0.043414959,93.1436,"OUT018","1","3","2",1418.154,"train","0",4
"6606","DRL35",NA,"0",0.030554947,41.877,"OUT027","1","3","3",1125.202,"train","1",28
"6607","DRF36",NA,"0",0.023463124,190.6846,"OUT027","1","3","3",9554.23,"train","1",28
"6608","FDI07","12.35","1",0.033951827,197.2426,"OUT017","0","2","1",2966.139,"train","0",6
"6609","FDI32","17.7","0",0.174228338,117.1834,"OUT013","2","3","1",691.1004,"train","0",26
"6610","DRL60","8.52","0",0.027169589,151.0682,"OUT018","1","3","2",1829.6184,"train","1",4
"6611","NCY17","18.2","0",0.1630653,43.3086,"OUT035","0","2","1",758.3462,"train","2",9
"6612","DRH36",NA,"0",0.058444176,73.0696,"OUT019","0","1","0",223.7088,"train","1",28
"6613","FDX02","16","0",0.057049301,225.9404,"OUT035","0","2","1",1350.2424,"train","0",9
"6614","FDG46","8.63","1",0.032960823,115.0518,"OUT049","1","1","1",1366.2216,"train","0",14
"6615","FDM60","10.8","1",0.0659527800739932,40.7138,"OUT017","0","2","1",406.138,"train","0",6
"6616","FDJ22","18.75","0",0.053025371,192.5504,"OUT018","1","3","2",2109.2544,"train","0",4
"6617","FDU59","5.78","0",0.096306016,161.9552,"OUT013","2","3","1",2111.9176,"train","0",26
"6618","FDL38","13.8","1",0.014762987,90.7172,"OUT045","0","2","1",1338.258,"train","0",11
"6619","FDZ23","17.75","1",0.067446626,184.724,"OUT013","2","3","1",1677.816,"train","0",26
"6620","FDX52","11.5","1",0.042173667,194.682,"OUT018","1","3","2",2316.984,"train","0",4
"6621","NCB42","11.8","0",0.008578539,117.6492,"OUT045","0","2","1",1158.492,"train","2",11
"6622","NCU18","15.1","0",0.056155909,140.5496,"OUT017","0","2","1",2681.8424,"train","2",6
"6623","FDI32",NA,"0",0.305305397,116.6834,"OUT019","0","1","0",460.7336,"train","0",28
"6624","DRZ11","8.85","1",0.112571187,122.0388,"OUT013","2","3","1",1609.9044,"train","1",26
"6625","NCL54","12.6","0",0.083221904,174.5054,"OUT017","0","2","1",2626.581,"train","2",6
"6626","FDS19","13.8","1",0.064195136,75.8012,"OUT035","0","2","1",1138.518,"train","0",9
"6627","DRB13","6.115","1",0.007055292,188.653,"OUT049","1","1","1",3605.307,"train","1",14
"6628","DRI51","17.25","0",0.070703828,170.3764,"OUT010","0","3","0",343.5528,"train","1",15
"6629","FDS57",NA,"0",0.102941345,142.047,"OUT027","1","3","3",2719.793,"train","0",28
"6630","FDT39","6.26","1",0.009887927,150.7366,"OUT045","0","2","1",2418.1856,"train","0",11
"6631","FDH48","13.5","0",0.101231721,86.254,"OUT010","0","3","0",173.108,"train","0",15
"6632","NCB18","19.6","0",0.069112952,90.1514,"OUT010","0","3","0",442.757,"train","2",15
"6633","FDR25",NA,"1",0.138846289,263.7884,"OUT027","1","3","3",1324.942,"train","0",28
"6634","FDV21","11.5","0",0.171050595,126.3704,"OUT035","0","2","1",3880.2824,"train","0",9
"6635","DRH23","14.65","0",0.0659527800739932,54.9614,"OUT049","1","1","1",552.614,"train","1",14
"6636","FDS52","8.89","0",0.005496816,102.8016,"OUT018","1","3","2",1012.016,"train","0",4
"6637","NCC31","8.02","0",0.033259081,154.2972,"OUT010","0","3","0",1090.5804,"train","2",15
"6638","FDU03","18.7","1",0.092095924,183.3292,"OUT017","0","2","1",2006.7212,"train","0",6
"6639","FDG50","7.405","0",0.015295536,89.7146,"OUT049","1","1","1",547.2876,"train","0",14
"6640","FDY31","5.98","0",0.043526599,148.4418,"OUT013","2","3","1",2354.2688,"train","0",26
"6641","FDX39",NA,"1",0.049435598,209.7586,"OUT027","1","3","3",5487.5236,"train","0",28
"6642","FDE46",NA,"0",0.027610698,149.5366,"OUT019","0","1","0",604.5464,"train","0",28
"6643","NCN29","15.2","0",0.012141036,48.7034,"OUT045","0","2","1",680.4476,"train","2",11
"6644","DRF13","12.1","0",0.029949818,146.3444,"OUT017","0","2","1",3773.7544,"train","1",6
"6645","FDT46",NA,"0",0.053939315,52.1008,"OUT019","0","1","0",50.6008,"train","0",28
"6646","FDS58","9.285","1",0.0659527800739932,161.5578,"OUT046","0","1","1",4653.2762,"train","0",16
"6647","FDX52",NA,"1",0.073541072,192.282,"OUT019","0","1","0",386.164,"train","0",28
"6648","FDP27","8.155","0",0.199935881,188.453,"OUT010","0","3","0",379.506,"train","0",15
"6649","FDX44","9.3","0",0.043033346,89.4172,"OUT049","1","1","1",1159.8236,"train","0",14
"6650","DRO35","13.85","0",0.034570357,117.4492,"OUT046","0","1","1",3243.7776,"train","1",16
"6651","FDC59","16.7","1",0.054739692,65.7168,"OUT045","0","2","1",1086.5856,"train","0",11
"6652","FDB12","11.15","1",0.105471384,105.8648,"OUT049","1","1","1",1973.4312,"train","0",14
"6653","FDU26","16.7","1",0.042610897,117.2782,"OUT035","0","2","1",715.0692,"train","0",9
"6654","NCF30","17","0",0.126758324,124.5362,"OUT018","1","3","2",1132.5258,"train","2",4
"6655","FDX20","7.365","0",0.042524835,228.372,"OUT013","2","3","1",4527.44,"train","0",26
"6656","FDN02","16.5","0",0.073813788,207.2638,"OUT035","0","2","1",5383.6588,"train","0",9
"6657","DRC27","13.8","0",0.097251621,245.7802,"OUT010","0","3","0",245.6802,"train","1",15
"6658","FDZ38",NA,"0",0.014008751,171.3422,"OUT019","0","1","0",862.211,"train","0",28
"6659","DRH25","18.7","0",0.02442574,52.9324,"OUT010","0","3","0",51.9324,"train","1",15
"6660","FDK21","7.905","0",0.010012319,250.4408,"OUT046","0","1","1",3004.0896,"train","0",16
"6661","FDT01","13.65","1",0.184454044,211.4902,"OUT049","1","1","1",4035.4138,"train","0",14
"6662","FDZ09","17.6","0",0.105042025,163.8868,"OUT049","1","1","1",3111.9492,"train","0",14
"6663","DRL37","15.5","0",0.053589594,44.177,"OUT018","1","3","2",173.108,"train","1",4
"6664","FDN49","17.25","1",0.125734578,41.748,"OUT018","1","3","2",199.74,"train","0",4
"6665","FDC22","6.89","1",0.136705075,194.882,"OUT045","0","2","1",4440.886,"train","0",11
"6666","FDT33","7.81","1",0.03412912,165.1158,"OUT018","1","3","2",1838.2738,"train","0",4
"6667","NCB43","20.2","0",0.100319317,188.6898,"OUT018","1","3","2",3367.6164,"train","2",4
"6668","DRI25",NA,"0",0.033737273,56.6614,"OUT027","1","3","3",607.8754,"train","1",28
"6669","FDD21","10.3","1",0.030569229,113.1176,"OUT046","0","1","1",4695.2216,"train","0",16
"6670","FDS23","4.635","0",0.14086247,126.4994,"OUT035","0","2","1",1670.4922,"train","0",9
"6671","FDS13","6.465","0",0.208397715,265.2884,"OUT010","0","3","0",264.9884,"train","0",15
"6672","DRI03",NA,"0",0.039751236,176.9028,"OUT019","0","1","0",708.4112,"train","1",28
"6673","FDU58","6.61","1",0.0659527800739932,186.4898,"OUT045","0","2","1",2993.4368,"train","0",11
"6674","FDL09",NA,"1",0.127416049,167.4816,"OUT027","1","3","3",1006.6896,"train","0",28
"6675","FDS12","9.1","0",0.291438755,126.8362,"OUT010","0","3","0",125.8362,"train","0",15
"6676","FDP03","5.15","1",0.06112617,122.5388,"OUT013","2","3","1",371.5164,"train","0",26
"6677","FDI21",NA,"1",0.056328717,63.9168,"OUT027","1","3","3",1597.92,"train","0",28
"6678","FDW45","18","0",0.03901099,147.7418,"OUT046","0","1","1",4119.9704,"train","0",16
"6679","NCA18","10.1","0",0.093862362,115.9492,"OUT010","0","3","0",231.6984,"train","2",15
"6680","FDN32",NA,"0",0.015485016,185.6266,"OUT027","1","3","3",4979.5182,"train","0",28
"6681","FDR15",NA,"1",0.033276066,153.8314,"OUT027","1","3","3",3723.1536,"train","0",28
"6682","DRK11","8.21","0",0.010781158,149.9392,"OUT049","1","1","1",1938.8096,"train","1",14
"6683","DRG49","7.81","0",0.067730081,242.6486,"OUT018","1","3","2",2199.1374,"train","1",4
"6684","FDD29","12.15","0",0.018410515,252.1698,"OUT046","0","1","1",2283.0282,"train","0",16
"6685","FDE33","19.35","1",0.083079826,80.3644,"OUT010","0","3","0",157.1288,"train","0",15
"6686","FDJ58","15.6","1",0.176244038,173.6764,"OUT010","0","3","0",515.3292,"train","0",15
"6687","FDM46","7.365","0",0.160216552,93.512,"OUT049","1","1","1",1677.816,"train","0",14
"6688","FDD23","9.5","1",0.048676324,187.7898,"OUT035","0","2","1",2057.9878,"train","0",9
"6689","DRM35",NA,"0",0.070103425,179.4344,"OUT027","1","3","3",5888.3352,"train","1",28
"6690","DRC25","5.73","0",0.045556681,85.3882,"OUT018","1","3","2",1288.323,"train","1",4
"6691","FDL36","15.1","0",0.076193763,89.783,"OUT049","1","1","1",2247.075,"train","0",14
"6692","FDD41","6.765","1",0.087187488,105.5306,"OUT013","2","3","1",1567.959,"train","0",26
"6693","FDV19","14.85","1",0.035311852,160.9578,"OUT049","1","1","1",4813.734,"train","0",14
"6694","FDR44","6.11","1",0.103080901,131.2968,"OUT049","1","1","1",1957.452,"train","0",14
"6695","FDX50","20.1","0",0.075049323,110.4228,"OUT017","0","2","1",1105.228,"train","0",6
"6696","DRC25","5.73","0",0.045463871,85.2882,"OUT045","0","2","1",2061.3168,"train","1",11
"6697","FDA15",NA,"0",0.015944801,249.5092,"OUT027","1","3","3",6474.2392,"train","0",28
"6698","FDX22","6.785","1",0.022974812,208.7928,"OUT046","0","1","1",5890.9984,"train","0",16
"6699","FDJ50","8.645","0",0.021629781,51.9982,"OUT045","0","2","1",999.3658,"train","0",11
"6700","FDT13",NA,"0",0.032516546,188.8214,"OUT019","0","1","0",753.6856,"train","0",28
"6701","FDN12","15.6","0",0.081036436,112.3544,"OUT013","2","3","1",2572.6512,"train","0",26
"6702","FDD58","7.76","0",0.059472609,98.77,"OUT045","0","2","1",1298.31,"train","0",11
"6703","FDM04","9.195","1",0.047081398,51.1666,"OUT013","2","3","1",1179.1318,"train","0",26
"6704","FDA23","9.8","0",0.047260402,102.8016,"OUT049","1","1","1",1922.8304,"train","0",14
"6705","FDW28","18.25","0",0.148673586,197.2452,"OUT010","0","3","0",195.7452,"train","0",15
"6706","FDA45","21.25","0",0.156012631,177.337,"OUT018","1","3","2",2822.992,"train","0",4
"6707","NCO26","7.235","0",0.077011493,117.3492,"OUT045","0","2","1",1506.0396,"train","2",11
"6708","FDV26","20.25","1",0.07614605,197.0794,"OUT035","0","2","1",4681.9056,"train","0",9
"6709","FDC50",NA,"0",0.135836915,93.8094,"OUT027","1","3","3",3237.1196,"train","0",28
"6710","NCV05",NA,"0",0.030062224,154.3656,"OUT027","1","3","3",2471.4496,"train","2",28
"6711","FDW48","18","0",0.008575615,80.2618,"OUT018","1","3","2",644.4944,"train","0",4
"6712","FDS55","7.02","0",0.081096635,148.4734,"OUT013","2","3","1",3563.3616,"train","0",26
"6713","FDX32","15.1","1",0.100060762,144.0786,"OUT045","0","2","1",2600.6148,"train","0",11
"6714","FDC53","8.68","0",0.008834023,100.0384,"OUT035","0","2","1",2266.3832,"train","0",9
"6715","FDG35","21.2","1",0.007069662,175.7738,"OUT018","1","3","2",1911.5118,"train","0",4
"6716","NCC30","16.6","0",0.046161923,176.6344,"OUT010","0","3","0",356.8688,"train","2",15
"6717","NCZ17","12.15","0",0.079592733,37.3506,"OUT045","0","2","1",645.1602,"train","2",11
"6718","FDZ56","16.25","0",0.025776994,169.9474,"OUT049","1","1","1",2863.6058,"train","0",14
"6719","NCS05","11.5","0",0.020960615,133.2942,"OUT013","2","3","1",2649.884,"train","2",26
"6720","DRC25",NA,"0",0.0659527800739932,87.3882,"OUT027","1","3","3",1374.2112,"train","1",28
"6721","FDW59","13.15","0",0.020715913,83.5566,"OUT046","0","1","1",1268.349,"train","0",16
"6722","FDB36","5.465","1",0.048801674,132.1626,"OUT017","0","2","1",1573.9512,"train","0",6
"6723","FDT37","14.15","0",0.0659527800739932,253.7014,"OUT045","0","2","1",5865.0322,"train","0",11
"6724","FDG47","12.8","0",0.069605676,261.9252,"OUT035","0","2","1",4984.1788,"train","0",9
"6725","FDM45","8.655","1",0.088373591,119.3756,"OUT045","0","2","1",1454.1072,"train","0",11
"6726","FDQ40",NA,"1",0.035853059,176.8712,"OUT027","1","3","3",3691.1952,"train","0",28
"6727","FDF34","9.3","1",0.01404119,199.1084,"OUT049","1","1","1",396.8168,"train","0",14
"6728","FDP24","20.6","0",0.083473583,120.8756,"OUT017","0","2","1",1211.756,"train","0",6
